תאריך,שער,נפח,,,,
26.06.2020,0.2361,,,,,
25.06.2020,0.2341,,,,,
24.06.2020,0.2338,,,,,
23.06.2020,0.2328,,,,,
22.06.2020,0.2331,,,,,
19.06.2020,0.2343,,,,,
18.06.2020,0.233,,,,,
17.06.2020,0.2303,,,,,
16.06.2020,0.2296,,,,,
15.06.2020,0.228,,,,,
12.06.2020,0.2293,,,,,
11.06.2020,0.2287,,,,,
10.06.2020,0.2281,,,,,
09.06.2020,0.2277,,,,,
08.06.2020,0.2277,,,,,
05.06.2020,0.2275,,,,,
04.06.2020,0.2296,,,,,
03.06.2020,0.2287,,,,,
02.06.2020,0.2289,,,,,
01.06.2020,0.2289,,,,,
29.05.2020,0.2307,,,,,
28.05.2020,0.2311,,,,,
27.05.2020,0.2331,,,,,
26.05.2020,0.2308,,,,,
25.05.2020,0.2323,,,,,
22.05.2020,0.2324,,,,,
21.05.2020,0.2322,,,,,
20.05.2020,0.2325,,,,,
19.05.2020,0.2321,,,,,
18.05.2020,0.2322,,,,,
15.05.2020,0.2334,,,,,
14.05.2020,0.2307,,,,,
13.05.2020,0.2313,,,,,
12.05.2020,0.2319,,,,,
11.05.2020,0.2307,,,,,
08.05.2020,0.2294,,,,,
07.05.2020,0.2304,,,,,
06.05.2020,0.2302,,,,,
05.05.2020,0.2285,,,,,
04.05.2020,0.2275,,,,,
01.05.2020,0.2279,,,,,
30.04.2020,0.2276,,,,,
29.04.2020,0.229,,,,,
28.04.2020,0.2295,,,,,
27.04.2020,0.2293,,,,,
24.04.2020,0.2292,,,,,
23.04.2020,0.2287,,,,,
22.04.2020,0.2287,,,,,
21.04.2020,0.2284,,,,,
20.04.2020,0.2257,,,,,
17.04.2020,0.2229,,,,,
16.04.2020,0.2233,,,,,
15.04.2020,0.2215,,,,,
14.04.2020,0.2208,,,,,
13.04.2020,0.2234,,,,,
10.04.2020,0.2244,,,,,
09.04.2020,0.2242,,,,,
08.04.2020,0.2249,,,,,
07.04.2020,0.2262,,,,,
06.04.2020,0.2278,,,,,
03.04.2020,0.2244,,,,,
02.04.2020,0.2227,,,,,
01.04.2020,0.224,,,,,
31.03.2020,0.227,,,,,
30.03.2020,0.2255,,,,,
27.03.2020,0.2248,,,,,
26.03.2020,0.2278,,,,,
25.03.2020,0.232,,,,,
24.03.2020,0.2352,,,,,
23.03.2020,0.233,,,,,
20.03.2020,0.2372,,,,,
19.03.2020,0.2388,,,,,
18.03.2020,0.2313,,,,,
17.03.2020,0.2173,,,,,
16.03.2020,0.2161,,,,,
13.03.2020,0.222,,,,,
12.03.2020,0.2175,,,,,
11.03.2020,0.2187,,,,,
10.03.2020,0.2193,,,,,
09.03.2020,0.216,,,,,
06.03.2020,0.2197,,,,,
05.03.2020,0.2212,,,,,
04.03.2020,0.225,,,,,
03.03.2020,0.226,,,,,
02.03.2020,0.2254,,,,,
28.02.2020,0.2248,,,,,
27.02.2020,0.2243,,,,,
26.02.2020,0.2253,,,,,
25.02.2020,0.2236,,,,,
24.02.2020,0.2255,,,,,
21.02.2020,0.2255,,,,,
20.02.2020,0.2265,,,,,
19.02.2020,0.2258,,,,,
18.02.2020,0.2248,,,,,
17.02.2020,0.2246,,,,,
14.02.2020,0.2233,,,,,
13.02.2020,0.2236,,,,,
12.02.2020,0.2247,,,,,
11.02.2020,0.2258,,,,,
10.02.2020,0.2263,,,,,
07.02.2020,0.2262,,,,,
06.02.2020,0.2255,,,,,
05.02.2020,0.2233,,,,,
04.02.2020,0.2223,,,,,
03.02.2020,0.2233,,,,,
31.01.2020,0.2194,,,,,
30.01.2020,0.2213,,,,,
29.01.2020,0.2224,,,,,
28.01.2020,0.2221,,,,,
27.01.2020,0.2212,,,,,
24.01.2020,0.2211,,,,,
23.01.2020,0.2203,,,,,
22.01.2020,0.2198,,,,,
21.01.2020,0.2216,,,,,
